season,epnumInSeason,epnum,date,name,wikilink,description,types,bday,genres,gender
1,1,1,1975-10-11,George Carlin,/wiki/George_Carlin,Comedian,"Person,Thing",1937-05-12,"Observational comedy,character comedy,surreal comedy,blue comedy,black comedy,wordplay,sarcasm,satire",Male
1,2,2,1975-10-18,Paul Simon,/wiki/Paul_Simon,Musician,"Person,Thing",1941-10-13,"Folk,rock,pop,world",Male
1,3,3,1975-10-25,Rob Reiner,/wiki/Rob_Reiner,Actor,"Person,Thing",1947-03-06,,Male
1,4,4,1975-11-08,Candice Bergen,/wiki/Candice_Bergen,Actress,"Person,Thing",1946-05-09,,Female
1,5,5,1975-11-15,Robert Klein,/wiki/Robert_Klein,Stand-up comedian,"Thing,Person",1942-02-08,"Observational comedy,improvisational comedy,satire,Political satire,musical comedy",Male
1,6,6,1975-11-22,Lily Tomlin,/wiki/Lily_Tomlin,Actress,"Person,Thing",1939-09-01,"Observational comedy,Improvisational comedy",Female
1,7,7,1975-12-13,Richard Pryor,/wiki/Richard_Pryor,Stand-up comedian,"Thing,Person",1940-12-01,"Political satire,Observational comedy,Black comedy,Improvisational comedy,character comedy",Male
1,8,8,1975-12-20,Candice Bergen,/wiki/Candice_Bergen,Actress,"Person,Thing",1946-05-09,,Female
1,9,9,1976-01-10,Elliott Gould,/wiki/Elliott_Gould,Actor,"Person,Thing",1938-08-29,,Male
1,10,10,1976-01-17,Buck Henry,/wiki/Buck_Henry,Actor,"Person,Thing",1930-12-09,,Male
1,11,11,1976-01-24,Peter Cook,/wiki/Peter_Cook,Actor,"Thing,Person",1937-11-17,,Male
1,11,11,1976-01-24,Dudley Moore,/wiki/Dudley_Moore,Actor,"Person,Thing",1935-04-19,,Male
1,12,12,1976-01-31,Dick Cavett,/wiki/Dick_Cavett,Television personality,"Person,Thing",1936-11-19,,Male
1,13,13,1976-02-14,Peter Boyle,/wiki/Peter_Boyle,Character actor,"Person,Thing",1935-10-18,,Male
1,14,14,1976-02-21,Desi Arnaz,/wiki/Desi_Arnaz,Musician,"Thing,Person",1917-03-02,,Male
1,15,15,1976-02-28,Jill Clayburgh,/wiki/Jill_Clayburgh,Actress,"Thing,Person",1944-04-30,,Female
1,16,16,1976-03-13,Anthony Perkins,/wiki/Anthony_Perkins,Actor,"Person,Thing",1932-04-04,,Male
1,17,17,1976-04-17,Ron Nessen,/wiki/Ron_Nessen,Former White House Press Secretary,"Thing,Person",1934-05-25,,Male
1,18,18,1976-04-24,Raquel Welch,/wiki/Raquel_Welch,Actress,"Thing,Person",1940-09-05,,Female
1,19,19,1976-05-08,Madeline Kahn,/wiki/Madeline_Kahn,Actress,"Thing,Person",1942-09-29,,Female
1,20,20,1976-05-15,Dyan Cannon,/wiki/Dyan_Cannon,Film actress,"Person,Thing",1937-01-04,,Female
1,21,21,1976-05-22,Buck Henry,/wiki/Buck_Henry,Actor,"Person,Thing",1930-12-09,,Male
1,22,22,1976-05-29,Elliott Gould,/wiki/Elliott_Gould,Actor,"Person,Thing",1938-08-29,,Male
1,23,23,1976-07-24,Louise Lasser,/wiki/Louise_Lasser,Actress,"Person,Thing",1939-04-11,,Female
1,24,24,1976-07-31,Kris Kristofferson,/wiki/Kris_Kristofferson,Singer-songwriter,"Person,Thing",1936-06-22,"Country,outlaw country,folk,rock,gospel",Male
2,1,25,1976-09-18,Lily Tomlin,/wiki/Lily_Tomlin,Actress,"Person,Thing",1939-09-01,"Observational comedy,Improvisational comedy",Female
2,2,26,1976-09-25,Norman Lear,/wiki/Norman_Lear,Television writer,"Thing,Person",1922-07-27,,Male
2,3,27,1976-10-02,Eric Idle,/wiki/Eric_Idle,Comedian,"Person,Thing",1943-03-29,,Male
2,4,28,1976-10-16,Karen Black,/wiki/Karen_Black,Actress,"Thing,Person",1939-07-01,,Female
2,5,29,1976-10-23,Steve Martin,/wiki/Steve_Martin,Actor,"Person,Thing",1945-08-14,"Bluegrass,folk revival,pop,country,musical comedy",Male
2,6,30,1976-10-30,Buck Henry,/wiki/Buck_Henry,Actor,"Person,Thing",1930-12-09,,Male
2,7,31,1976-11-13,Dick Cavett,/wiki/Dick_Cavett,Television personality,"Person,Thing",1936-11-19,,Male
2,8,32,1976-11-20,Paul Simon,/wiki/Paul_Simon,Musician,"Person,Thing",1941-10-13,"Folk,rock,pop,world",Male
2,9,33,1976-11-27,Jodie Foster,/wiki/Jodie_Foster,Actress,"Person,Thing",1962-11-19,,Female
2,10,34,1976-12-11,Candice Bergen,/wiki/Candice_Bergen,Actress,"Person,Thing",1946-05-09,,Female
2,11,35,1977-01-15,Ralph Nader,/wiki/Ralph_Nader,Activist,"Thing,Person",1934-02-27,,Male
2,12,36,1977-01-22,Ruth Gordon,/wiki/Ruth_Gordon,Film actress,"Person,Thing",1896-10-30,,Female
2,13,37,1977-01-29,Fran Tarkenton,/wiki/Fran_Tarkenton,Football quarterback,"Person,Thing",1940-02-03,,Male
2,14,38,1977-02-26,Steve Martin,/wiki/Steve_Martin,Actor,"Person,Thing",1945-08-14,"Bluegrass,folk revival,pop,country,musical comedy",Male
2,15,39,1977-03-12,Sissy Spacek,/wiki/Sissy_Spacek,Actress,"Person,Thing",1949-12-25,,Female
2,16,40,1977-03-19,Broderick Crawford,/wiki/Broderick_Crawford,Film actor,"Person,Thing",1911-12-09,,Male
2,17,41,1977-03-26,Jack Burns,/wiki/Jack_Burns,Comedian,"Person,Thing",1933-11-15,,Male
2,18,42,1977-04-09,Julian Bond,/wiki/Julian_Bond,Social activist,"Person,Thing",1940-01-14,,Male
2,19,43,1977-04-16,Elliott Gould,/wiki/Elliott_Gould,Actor,"Person,Thing",1938-08-29,,Male
2,20,44,1977-04-23,Eric Idle,/wiki/Eric_Idle,Comedian,"Person,Thing",1943-03-29,,Male
2,21,45,1977-05-14,Shelley Duvall,/wiki/Shelley_Duvall,Actress,"Person,Thing",1949-07-07,,Female
2,22,46,1977-05-21,Buck Henry,/wiki/Buck_Henry,Actor,"Person,Thing",1930-12-09,,Male
3,1,47,1977-09-24,Steve Martin,/wiki/Steve_Martin,Actor,"Person,Thing",1945-08-14,"Bluegrass,folk revival,pop,country,musical comedy",Male
3,2,48,1977-10-08,Madeline Kahn,/wiki/Madeline_Kahn,Actress,"Thing,Person",1942-09-29,,Female
3,3,49,1977-10-15,Hugh Hefner,/wiki/Hugh_Hefner,Publisher,"Person,Thing",1926-04-09,,Male
3,4,50,1977-10-29,Charles Grodin,/wiki/Charles_Grodin,Actor,"Thing,Person",1935-04-21,,Male
3,5,51,1977-11-12,Ray Charles,/wiki/Ray_Charles,Singer-songwriter,"Thing,Person",1930-09-23,"R&B,soul,blues,gospel,country,jazz,pop,rock and roll",Male
3,6,52,1977-11-19,Buck Henry,/wiki/Buck_Henry,Actor,"Person,Thing",1930-12-09,,Male
3,7,53,1977-12-10,Mary Kay Place,/wiki/Mary_Kay_Place,Actress,"Person,Thing",1947-09-23,,Female
3,8,54,1977-12-17,Miskel Spillman,/wiki/Miskel_Spillman,,"Person,Thing",1897-09-08,,Female
3,9,55,1978-01-21,Steve Martin,/wiki/Steve_Martin,Actor,"Person,Thing",1945-08-14,"Bluegrass,folk revival,pop,country,musical comedy",Male
3,10,56,1978-01-28,Robert Klein,/wiki/Robert_Klein,Stand-up comedian,"Thing,Person",1942-02-08,"Observational comedy,improvisational comedy,satire,Political satire,musical comedy",Male
3,11,57,1978-02-18,Chevy Chase,/wiki/Chevy_Chase,Actor,"Person,Thing",1943-10-08,"Sketch comedy,improvisational comedy,physical comedy,slapstick",Male
3,12,58,1978-02-25,O. J. Simpson,/wiki/O._J._Simpson,Football running back,"Thing,Person",1947-07-09,,Male
3,13,59,1978-03-11,Art Garfunkel,/wiki/Art_Garfunkel,Singer,"Person,Thing",1941-11-05,"Folk,rock,pop",Male
3,14,60,1978-03-18,Jill Clayburgh,/wiki/Jill_Clayburgh,Actress,"Thing,Person",1944-04-30,,Female
3,15,61,1978-03-25,Christopher Lee,/wiki/Christopher_Lee,Character actor,"Person,Thing",1922-05-27,,Male
3,16,62,1978-04-08,Michael Palin,/wiki/Michael_Palin,Comedian,"Thing,Person",1943-05-05,,Male
3,17,63,1978-04-15,Michael Sarrazin,/wiki/Michael_Sarrazin,Film actor,"Thing,Person",1940-05-22,,Male
3,18,64,1978-04-22,Steve Martin,/wiki/Steve_Martin,Actor,"Person,Thing",1945-08-14,"Bluegrass,folk revival,pop,country,musical comedy",Male
3,19,65,1978-05-13,Richard Dreyfuss,/wiki/Richard_Dreyfuss,Actor,"Thing,Person",1947-10-29,,Male
3,20,66,1978-05-20,Buck Henry,/wiki/Buck_Henry,Actor,"Person,Thing",1930-12-09,,Male
4,1,67,1978-10-07,The Rolling Stones,/wiki/The_Rolling_Stones,Rock band,"MusicGroup,Thing",,Rock,
4,2,68,1978-10-14,Fred Willard,/wiki/Fred_Willard,Actor,"Person,Thing",1939-09-18,,Male
4,3,69,1978-10-21,Frank Zappa,/wiki/Frank_Zappa,Musician,"Thing,Person",1940-12-21,"Rock,experimental,jazz,classical,pop,avant-garde",Male
4,4,70,1978-11-04,Steve Martin,/wiki/Steve_Martin,Actor,"Person,Thing",1945-08-14,"Bluegrass,folk revival,pop,country,musical comedy",Male
4,5,71,1978-11-11,Buck Henry,/wiki/Buck_Henry,Actor,"Person,Thing",1930-12-09,,Male
4,6,72,1978-11-18,Carrie Fisher,/wiki/Carrie_Fisher,Actress,"Person,Thing",1956-10-21,,Female
4,7,73,1978-12-02,Walter Matthau,/wiki/Walter_Matthau,Actor,"Person,Thing",1920-10-01,,Male
4,8,74,1978-12-09,Eric Idle,/wiki/Eric_Idle,Comedian,"Person,Thing",1943-03-29,,Male
4,9,75,1978-12-16,Elliott Gould,/wiki/Elliott_Gould,Actor,"Person,Thing",1938-08-29,,Male
4,10,76,1979-01-27,Michael Palin,/wiki/Michael_Palin,Comedian,"Thing,Person",1943-05-05,,Male
4,11,77,1979-02-10,Cicely Tyson,/wiki/Cicely_Tyson,Actress,"Person,Thing",1924-12-18,,Female
4,12,78,1979-02-17,Ricky Nelson,/wiki/Ricky_Nelson,Actor,"Person,Thing",1940-05-08,"Rockabilly,rock 'n' roll,pop,folk,country",Male
4,13,79,1979-02-24,Kate Jackson,/wiki/Kate_Jackson,Actress,"Person,Thing",1948-10-29,,Female
4,14,80,1979-03-10,Gary Busey,/wiki/Gary_Busey,Actor,"Thing,Person",1944-06-29,,Male
4,15,81,1979-03-17,Margot Kidder,/wiki/Margot_Kidder,Actress,"Person,Thing",1948-10-17,,Female
4,16,82,1979-04-07,Richard Benjamin,/wiki/Richard_Benjamin,Actor,"Person,Thing",1938-05-22,,Male
4,17,83,1979-04-14,Milton Berle,/wiki/Milton_Berle,Comedian,"Person,Thing",1908-07-12,,Male
4,18,84,1979-05-12,Michael Palin,/wiki/Michael_Palin,Comedian,"Thing,Person",1943-05-05,,Male
4,19,85,1979-05-19,Maureen Stapleton,/wiki/Maureen_Stapleton,Actress,"Thing,Person",1925-06-21,,Female
4,20,86,1979-05-26,Buck Henry,/wiki/Buck_Henry,Actor,"Person,Thing",1930-12-09,,Male
5,1,87,1979-10-13,Steve Martin,/wiki/Steve_Martin,Actor,"Person,Thing",1945-08-14,"Bluegrass,folk revival,pop,country,musical comedy",Male
5,2,88,1979-10-20,Eric Idle,/wiki/Eric_Idle,Comedian,"Person,Thing",1943-03-29,,Male
5,3,89,1979-11-03,Bill Russell,/wiki/Bill_Russell_(basketball),Basketball player,"Thing,Person",1934-02-12,,Male
5,4,90,1979-11-10,Buck Henry,/wiki/Buck_Henry,Actor,"Person,Thing",1930-12-09,,Male
5,5,91,1979-11-17,Bea Arthur,/wiki/Bea_Arthur,Actress,"Thing,Person",1922-05-13,,Female
5,6,92,1979-12-08,Howard Hesseman,/wiki/Howard_Hesseman,Actor,"Thing,Person",1940-02-27,,Male
5,7,93,1979-12-15,Martin Sheen,/wiki/Martin_Sheen,Actor,"Thing,Person",1940-08-03,,Male
5,8,94,1979-12-22,Ted Knight,/wiki/Ted_Knight,Actor,"Thing,Person",1923-12-07,,Male
5,9,95,1980-01-26,Teri Garr,/wiki/Teri_Garr,Actress,"Thing,Person",1947-12-11,,Female
5,10,96,1980-02-09,Chevy Chase,/wiki/Chevy_Chase,Actor,"Person,Thing",1943-10-08,"Sketch comedy,improvisational comedy,physical comedy,slapstick",Male
5,11,97,1980-02-16,Elliott Gould,/wiki/Elliott_Gould,Actor,"Person,Thing",1938-08-29,,Male
5,12,98,1980-02-23,Kirk Douglas,/wiki/Kirk_Douglas,Actor,"Person,Thing",1916-12-09,,Male
5,13,99,1980-03-08,Rodney Dangerfield,/wiki/Rodney_Dangerfield,Comedian,"Thing,Person",1921-11-22,"Depression,human sexuality,aging,deadpan,self-deprecation,dick jokes,fat jokes,alcoholism",Male
5,15,101,1980-04-05,Richard Benjamin,/wiki/Richard_Benjamin,Actor,"Person,Thing",1938-05-22,,Male
5,15,101,1980-04-05,Paula Prentiss,/wiki/Paula_Prentiss,Actress,"Person,Thing",1938-03-04,,Female
5,16,102,1980-04-12,Burt Reynolds,/wiki/Burt_Reynolds,Actor,"Person,Thing",1936-02-11,,Male
5,17,103,1980-04-19,Strother Martin,/wiki/Strother_Martin,Character actor,"Thing,Person",1919-03-26,,Male
5,18,104,1980-05-10,Bob Newhart,/wiki/Bob_Newhart,Stand-up comedian,"Thing,Person",1929-09-05,"Deadpan,satire",Male
5,19,105,1980-05-17,Steve Martin,/wiki/Steve_Martin,Actor,"Person,Thing",1945-08-14,"Bluegrass,folk revival,pop,country,musical comedy",Male
5,20,106,1980-05-24,Buck Henry,/wiki/Buck_Henry,Actor,"Person,Thing",1930-12-09,,Male
6,1,107,1980-11-15,Elliott Gould,/wiki/Elliott_Gould,Actor,"Person,Thing",1938-08-29,,Male
6,2,108,1980-11-22,Malcolm McDowell,/wiki/Malcolm_McDowell,Actor,"Person,Thing",1943-06-13,,Male
6,3,109,1980-12-06,Ellen Burstyn,/wiki/Ellen_Burstyn,Actress,"Person,Thing",1932-12-07,,Female
6,4,110,1980-12-13,Jamie Lee Curtis,/wiki/Jamie_Lee_Curtis,Actress,"Thing,Person",1958-11-22,,Female
6,5,111,1980-12-20,David Carradine,/wiki/David_Carradine,Actor,"Thing,Person",1936-12-08,,Male
6,6,112,1981-01-10,Ray Sharkey,/wiki/Ray_Sharkey,Film actor,"Thing,Person",1952-11-14,,Male
6,7,113,1981-01-17,Karen Black,/wiki/Karen_Black,Actress,"Thing,Person",1939-07-01,,Female
6,8,114,1981-01-24,Robert Hays,/wiki/Robert_Hays,Actor,"Thing,Person",1947-07-24,,Male
6,9,115,1981-02-07,Sally Kellerman,/wiki/Sally_Kellerman,Actress,"Person,Thing",1937-06-02,,Female
6,10,116,1981-02-14,Deborah Harry,/wiki/Debbie_Harry,Singer-songwriter,"Thing,Person",1945-07-01,"Rock,new wave,punk rock,disco,pop",Female
6,11,117,1981-02-21,Charlene Tilton,/wiki/Charlene_Tilton,Actress,"Person,Thing",1958-12-01,,Female
6,12,118,1981-03-07,Bill Murray,/wiki/Bill_Murray,Actor,"Thing,Person",1950-09-21,,Male
7,2,121,1981-10-10,Susan Saint James,/wiki/Susan_Saint_James,Actress,"Thing,Person",1946-08-14,,Female
7,3,122,1981-10-17,George Kennedy,/wiki/George_Kennedy,Actor,"Person,Thing",1925-02-18,,Male
7,4,123,1981-10-31,Donald Pleasence,/wiki/Donald_Pleasence,Film actor,"Person,Thing",1919-10-05,,Male
7,5,124,1981-11-07,Lauren Hutton,/wiki/Lauren_Hutton,Model,"Person,Thing",1943-11-17,,Female
7,6,125,1981-11-14,Bernadette Peters,/wiki/Bernadette_Peters,Actress,"Thing,Person",1948-02-28,,Female
7,7,126,1981-12-05,Tim Curry,/wiki/Tim_Curry,Actor,"Thing,Person",1946-04-19,,Male
7,8,127,1981-12-12,Bill Murray,/wiki/Bill_Murray,Actor,"Thing,Person",1950-09-21,,Male
7,9,128,1982-01-23,Robert Conrad,/wiki/Robert_Conrad,Film actor,"Person,Thing",1935-03-01,,Male
7,10,129,1982-01-30,John Madden,/wiki/John_Madden,Football coach,"Thing,Person",1936-04-10,,Male
7,11,130,1982-02-06,James Coburn,/wiki/James_Coburn,Actor,"Thing,Person",1928-08-31,,Male
7,12,131,1982-02-20,Bruce Dern,/wiki/Bruce_Dern,Actor,"Person,Thing",1936-06-04,,Male
7,13,132,1982-02-27,Elizabeth Ashley,/wiki/Elizabeth_Ashley,Actress,"Thing,Person",1939-08-30,,Female
7,14,133,1982-03-20,Robert Urich,/wiki/Robert_Urich,Film actor,"Person,Thing",1946-12-19,,Male
7,15,134,1982-03-27,Blythe Danner,/wiki/Blythe_Danner,Actress,"Person,Thing",1943-02-03,,Female
7,16,135,1982-04-10,Daniel J. Travanti,/wiki/Daniel_J._Travanti,Actor,"Person,Thing",1940-03-07,,Male
7,17,136,1982-04-17,Johnny Cash,/wiki/Johnny_Cash,Singer-songwriter,"Person,Thing",1932-02-26,"Country,rock and roll,folk,gospel",Male
7,18,137,1982-04-24,Robert Culp,/wiki/Robert_Culp,Actor,"Thing,Person",1930-08-16,,Male
7,19,138,1982-05-15,Danny DeVito,/wiki/Danny_DeVito,Actor,"Person,Thing",1944-11-17,,Male
7,20,139,1982-05-22,Olivia Newton-John,/wiki/Olivia_Newton-John,Singer,"Thing,Person",1948-09-26,"Pop,country,soft rock,pop rock",Female
8,1,140,1982-09-25,Chevy Chase,/wiki/Chevy_Chase,Actor,"Person,Thing",1943-10-08,"Sketch comedy,improvisational comedy,physical comedy,slapstick",Male
8,2,141,1982-10-02,"Louis Gossett, Jr.","/wiki/Louis_Gossett,_Jr.",Actor,"Person,Thing",1936-05-27,,Male
8,3,142,1982-10-09,Ron Howard,/wiki/Ron_Howard,Actor,"Thing,Person",1954-03-01,,Male
8,4,143,1982-10-23,Howard Hesseman,/wiki/Howard_Hesseman,Actor,"Thing,Person",1940-02-27,,Male
8,5,144,1982-10-30,Michael Keaton,/wiki/Michael_Keaton,Actor,"Thing,Person",1951-09-05,,Male
8,6,145,1982-11-13,Robert Blake,/wiki/Robert_Blake_(actor),Actor,"Thing,Person",1933-09-18,,Male
8,7,146,1982-11-20,Drew Barrymore,/wiki/Drew_Barrymore,Actress,"Person,Thing",1975-02-22,,Female
8,8,147,1982-12-04,The Smothers Brothers,/wiki/The_Smothers_Brothers,Comedy group,"MusicGroup,Thing",1967-02-05,,
8,9,148,1982-12-11,Eddie Murphy,/wiki/Eddie_Murphy,Comedian,"Person,Thing",1961-04-03,"Observational comedy,musical comedy,blue comedy,black comedy,political satire,physical comedy,dance-pop,insult comedy",Male
8,10,149,1983-01-22,Lily Tomlin,/wiki/Lily_Tomlin,Actress,"Person,Thing",1939-09-01,"Observational comedy,Improvisational comedy",Female
8,11,150,1983-01-29,Rick Moranis,/wiki/Rick_Moranis,Actor,"Person,Thing",1953-04-18,,Male
8,11,150,1983-01-29,Dave Thomas,/wiki/Dave_Thomas_(actor),Comedian,"Person,Thing",1949-05-20,,Male
8,12,151,1983-02-05,Sid Caesar,/wiki/Sid_Caesar,Comic,"Person,Thing",1922-09-08,,Male
8,13,152,1983-02-19,Howard Hesseman,/wiki/Howard_Hesseman,Actor,"Thing,Person",1940-02-27,,Male
8,14,153,1983-02-26,Beau Bridges,/wiki/Beau_Bridges,Actor,"Thing,Person",1941-12-09,,Male
8,14,153,1983-02-26,Jeff Bridges,/wiki/Jeff_Bridges,Actor,"Person,Thing",1949-12-04,,Male
8,15,154,1983-03-12,Bruce Dern,/wiki/Bruce_Dern,Actor,"Person,Thing",1936-06-04,,Male
8,16,155,1983-03-19,Robert Guillaume,/wiki/Robert_Guillaume,Television actor,Thing,1927-11-30,,Male
8,17,156,1983-04-09,Joan Rivers,/wiki/Joan_Rivers,Comedian,"Thing,Person",1933-06-08,"Observational comedy,insult comedy,shock comedy,black comedy,ribaldry,improvisational comedy",Female
8,18,157,1983-04-16,Susan Saint James,/wiki/Susan_Saint_James,Actress,"Thing,Person",1946-08-14,,Female
8,19,158,1983-05-07,Stevie Wonder,/wiki/Stevie_Wonder,Musician,"Thing,Person",1950-05-13,"Soul,pop,R&B,funk,jazz",Male
8,20,159,1983-05-14,Ed Koch,/wiki/Ed_Koch,Former United States Representative,"Person,Thing",1924-12-12,,Male
9,1,160,1983-10-08,Brandon Tartikoff,/wiki/Brandon_Tartikoff,Executive,"Thing,Person",1949-01-13,,Male
9,2,161,1983-10-15,Danny DeVito,/wiki/Danny_DeVito,Actor,"Person,Thing",1944-11-17,,Male
9,2,161,1983-10-15,Rhea Perlman,/wiki/Rhea_Perlman,Actress,"Thing,Person",1948-03-31,,Female
9,3,162,1983-10-22,John Candy,/wiki/John_Candy,Actor,"Thing,Person",1950-10-31,,Male
9,4,163,1983-11-05,Betty Thomas,/wiki/Betty_Thomas,Actress,"Thing,Person",1947-07-27,,Female
9,5,164,1983-11-12,Teri Garr,/wiki/Teri_Garr,Actress,"Thing,Person",1947-12-11,,Female
9,6,165,1983-11-19,Jerry Lewis,/wiki/Jerry_Lewis,Actor,"Thing,Person",1926-03-16,"Character comedy,physical comedy",Male
9,7,166,1983-12-03,The Smothers Brothers,/wiki/The_Smothers_Brothers,Comedy group,"MusicGroup,Thing",1967-02-05,,
9,8,167,1983-12-10,Flip Wilson,/wiki/Flip_Wilson,Comedian,"Person,Thing",1933-12-08,,Male
9,9,168,1984-01-14,Don Novello,/wiki/Don_Novello,Writer,"Person,Thing",1943-01-01,,Male
9,10,169,1984-01-21,Michael Palin,/wiki/Michael_Palin,Comedian,"Thing,Person",1943-05-05,,Male
9,11,170,1984-01-28,Don Rickles,/wiki/Don_Rickles,Comedian,"Thing,Person",1926-05-08,"Insult comedy,observational comedy,musical comedy,improvisational comedy",Male
